LS1_DriftRatio	LS2_DriftRatio	LS3_DriftRatio	LS4_DriftRatio
0.0078833	0.0095452	0.0128264	0.0145310
0.0041338	0.0086029	0.0119547	0.0150830
0.0159724	0.0278510	0.0363742	0.0452999
0.0048919	0.0095957	0.0134214	0.0159928
0.0059600	0.0086262	0.0105083	0.0119199
0.0087805	0.0164247	0.0226227	0.0284074
0.0099696	0.0126259	0.0173174	0.0203877
0.0032533	0.0075418	0.0106473	0.0130133
0.0138985	0.0255947	0.0332781	0.0410102
0.0103171	0.0151873	0.0185196	0.0207624
0.0132726	0.0149607	0.0212478	0.0232270
0.0127034	0.0216550	0.0300157	0.0378150
0.0128324	0.0189292	0.0226453	0.0265356
0.0061316	0.0091161	0.0113408	0.0128602
0.0052433	0.0092766	0.0132091	0.0155283
0.0084288	0.0163423	0.0244982	0.0317446
0.0077063	0.0142360	0.0201186	0.0250012
0.0090189	0.0131863	0.0151145	0.0162341
0.0036593	0.0074650	0.0102460	0.0130271
0.0130592	0.0240862	0.0311306	0.0359262
0.0107831	0.0191141	0.0261561	0.0319721
0.0063999	0.0120578	0.0166027	0.0212403
0.0129576	0.0205921	0.0269659	0.0319038
0.0051657	0.0078223	0.0094458	0.0107741
0.0078179	0.0100930	0.0141467	0.0166699
0.0141864	0.0209849	0.0271936	0.0323271
0.0168800	0.0228720	0.0276949	0.0311294
0.0065251	0.0111429	0.0147568	0.0179692
0.0094338	0.0126611	0.0148954	0.0163849
0.0097537	0.0155788	0.0186946	0.0215395
0.0066727	0.0098622	0.0134294	0.0159474
0.0143346	0.0196518	0.0263370	0.0307214
0.0089418	0.0112600	0.0144299	0.0162750
0.0125514	0.0201914	0.0255272	0.0302567
0.0073172	0.0112408	0.0143162	0.0166492
0.0066865	0.0110429	0.0155006	0.0184893
0.0039216	0.0072829	0.0097105	0.0117647
0.0113274	0.0208402	0.0283185	0.0350820
0.0158746	0.0285060	0.0389868	0.0487505
0.0058208	0.0134756	0.0200140	0.0252768
0.0093332	0.0156361	0.0210300	0.0258177
0.0075114	0.0181190	0.0263758	0.0324538
0.0061791	0.0144546	0.0210199	0.0265921
0.0089029	0.0147568	0.0159764	0.0160983
0.0082850	0.0165373	0.0238072	0.0304549
0.0074219	0.0110180	0.0143846	0.0166801
0.0140182	0.0229156	0.0287407	0.0348215
0.0092490	0.0198877	0.0290888	0.0372356
0.0132270	0.0142899	0.0196339	0.0214349
0.0078975	0.0133130	0.0173746	0.0210977
0.0127651	0.0237114	0.0321529	0.0391188
0.0047210	0.0071577	0.0091374	0.0106603
0.0086955	0.0129651	0.0171307	0.0203588
0.0094712	0.0149434	0.0193634	0.0228887
0.0096429	0.0180904	0.0240675	0.0295663
0.0085862	0.0153686	0.0202751	0.0251814
0.0114646	0.0204770	0.0281838	0.0340117
0.0087225	0.0139067	0.0181857	0.0214772
0.0080997	0.0115265	0.0137071	0.0151090
0.0172780	0.0147113	0.0247901	0.0278575
0.0027173	0.0062338	0.0092708	0.0119881
0.0091375	0.0169141	0.0224549	0.0266348
0.0069276	0.0105675	0.0129158	0.0151467
0.0093885	0.0180157	0.0254024	0.0325918
0.0039438	0.0064346	0.0083027	0.0101708
0.0137079	0.0245962	0.0336626	0.0414275
0.0095999	0.0134807	0.0167487	0.0192678
0.0078765	0.0125769	0.0153083	0.0167057
0.0123852	0.0250220	0.0344210	0.0414309
0.0114389	0.0235846	0.0347342	0.0443416
0.0083527	0.0131256	0.0171991	0.0198325
0.0073741	0.0217168	0.0350640	0.0470102
0.0155230	0.0235573	0.0296078	0.0349640
0.0035637	0.0072188	0.0103256	0.0127014
0.0065663	0.0096468	0.0121598	0.0140243
0.0092379	0.0145361	0.0209663	0.0244984
0.0110821	0.0201150	0.0267643	0.0321590
0.0057086	0.0105870	0.0148425	0.0182677
0.0053056	0.0136958	0.0213457	0.0277618
0.0057870	0.0118279	0.0168535	0.0215745
0.0060466	0.0131761	0.0183202	0.0222912
0.0203178	0.0237519	0.0290458	0.0317644
0.0131010	0.0219726	0.0289873	0.0338014
0.0069538	0.0201788	0.0325078	0.0432585
0.0116458	0.0139055	0.0192938	0.0215286
0.0116813	0.0306183	0.0472911	0.0611852
0.0046154	0.0071795	0.0089744	0.0105128
0.0073030	0.0160535	0.0215800	0.0274357
0.0076513	0.0159584	0.0228445	0.0282004
0.0102803	0.0149587	0.0179135	0.0193909
0.0062383	0.0119967	0.0166355	0.0208743
0.0118522	0.0210654	0.0268526	0.0319453
0.0157253	0.0221207	0.0279070	0.0321429
0.0124250	0.0141007	0.0197819	0.0224794
0.0108081	0.0318339	0.0472285	0.0625324
0.0086833	0.0141171	0.0191247	0.0231733
0.0085806	0.0142659	0.0190564	0.0232150
0.0136273	0.0242113	0.0336595	0.0419268
0.0039117	0.0081685	0.0119652	0.0150715
0.0071360	0.0159119	0.0244661	0.0320453
0.0135589	0.0119433	0.0205601	0.0229360
0.0062380	0.0092026	0.0120437	0.0142054
0.0072256	0.0112090	0.0138028	0.0160261
0.0117349	0.0186085	0.0254038	0.0308400
0.0080675	0.0119091	0.0158788	0.0185680
0.0030832	0.0046248	0.0053956	0.0057810
0.0081104	0.0148855	0.0208200	0.0259632
0.0104274	0.0175694	0.0233545	0.0285681
0.0081935	0.0116669	0.0146058	0.0172776
0.0108927	0.0220011	0.0312222	0.0396883
0.0095992	0.0174876	0.0233327	0.0287500
0.0060383	0.0131645	0.0193660	0.0246969
0.0047690	0.0077861	0.0105113	0.0127498
0.0065829	0.0104652	0.0131659	0.0156978
0.0070914	0.0114458	0.0136852	0.0144316
0.0069760	0.0103657	0.0137063	0.0162608
0.0126676	0.0138374	0.0188400	0.0210990
0.0147402	0.0194531	0.0246673	0.0277089
0.0162866	0.0190011	0.0240307	0.0253082
0.0083941	0.0186177	0.0273886	0.0352446
0.0137761	0.0308439	0.0446931	0.0561285
0.0074950	0.0153159	0.0214260	0.0259067
0.0053160	0.0112016	0.0165809	0.0206945
0.0109748	0.0122978	0.0174695	0.0198749
0.0073274	0.0127383	0.0178676	0.0221512
0.0138576	0.0193758	0.0273003	0.0327355
0.0118685	0.0197453	0.0263979	0.0324652
0.0051894	0.0104489	0.0153578	0.0196355
0.0125834	0.0228126	0.0317527	0.0390953
0.0137656	0.0211952	0.0277885	0.0332562
0.0130983	0.0256167	0.0362903	0.0446448
0.0059953	0.0127779	0.0190155	0.0244658
0.0058731	0.0177793	0.0279772	0.0364664
0.0044609	0.0065799	0.0078067	0.0084758
0.0063168	0.0112799	0.0159047	0.0179351
0.0079980	0.0149360	0.0200432	0.0244758
0.0133328	0.0190468	0.0255226	0.0292178
0.0087134	0.0206182	0.0315907	0.0412723
0.0152629	0.0207913	0.0243967	0.0266801
0.0069771	0.0167161	0.0238677	0.0290133
0.0088636	0.0216148	0.0328730	0.0424830
0.0152483	0.0218410	0.0268191	0.0299136
0.0078802	0.0123129	0.0150216	0.0172380
0.0089951	0.0230385	0.0340529	0.0442872
0.0070215	0.0107443	0.0142316	0.0170590
0.0173346	0.0267263	0.0341861	0.0401969
0.0117707	0.0130785	0.0182330	0.0207334
0.0082102	0.0115499	0.0139155	0.0158637
0.0072373	0.0147585	0.0215228	0.0269626
0.0056792	0.0108751	0.0147418	0.0184876
0.0103963	0.0185900	0.0238321	0.0277088
0.0123207	0.0174684	0.0221097	0.0264980
0.0104272	0.0176184	0.0238208	0.0292142
0.0129530	0.0232327	0.0324101	0.0385558
0.0037507	0.0079702	0.0109708	0.0135962
0.0121636	0.0236167	0.0332509	0.0415210
0.0077127	0.0204197	0.0314198	0.0404599
0.0104972	0.0223534	0.0321478	0.0410048
0.0059136	0.0110880	0.0154308	0.0193116
0.0108752	0.0223608	0.0330070	0.0428902
0.0133586	0.0201847	0.0257630	0.0308275
0.0182852	0.0237564	0.0297555	0.0328270
0.0072596	0.0142452	0.0197241	0.0249291
0.0173899	0.0280401	0.0366237	0.0432046
0.0042223	0.0133220	0.0214753	0.0280270
0.0114426	0.0151910	0.0186435	0.0207150
0.0094083	0.0164161	0.0209849	0.0241983
0.0095766	0.0144124	0.0160243	0.0163087
0.0091586	0.0170181	0.0227990	0.0272160
0.0112438	0.0137611	0.0185606	0.0208095
0.0071872	0.0110338	0.0138682	0.0166014
0.0098043	0.0225634	0.0335092	0.0428436
0.0056777	0.0095186	0.0131924	0.0163653
0.0058350	0.0096818	0.0140040	0.0164676
0.0077311	0.0199224	0.0306270	0.0398943
0.0167144	0.0249726	0.0317968	0.0377805
0.0123716	0.0212475	0.0290595	0.0360813
0.0123875	0.0162493	0.0223391	0.0261414
0.0170530	0.0288494	0.0372231	0.0434575
0.0127501	0.0226993	0.0309764	0.0391699
0.0104741	0.0196255	0.0279189	0.0350328
0.0143972	0.0242667	0.0318977	0.0389182
0.0040735	0.0095665	0.0135165	0.0172197
0.0050739	0.0081183	0.0098942	0.0117969
0.0100148	0.0229109	0.0341907	0.0433621
0.0106894	0.0176575	0.0240420	0.0292589
0.0058812	0.0096386	0.0127426	0.0156832
0.0089841	0.0151155	0.0206082	0.0251641
0.0104528	0.0131237	0.0173113	0.0197184
0.0087141	0.0103248	0.0142482	0.0164783
0.0133841	0.0228095	0.0300986	0.0368849
0.0043171	0.0089501	0.0125302	0.0157943
0.0107701	0.0183427	0.0248217	0.0297439
0.0077330	0.0154253	0.0223037	0.0285714
0.0130453	0.0234687	0.0312704	0.0382406
0.0082570	0.0119772	0.0159695	0.0188732
0.0052078	0.0078985	0.0099816	0.0118911
0.0122420	0.0202910	0.0275163	0.0337684
0.0125810	0.0183245	0.0232020	0.0261648
0.0077577	0.0120206	0.0160147	0.0192791
0.0066405	0.0120162	0.0160216	0.0196054
0.0060017	0.0119402	0.0168047	0.0214796
0.0108484	0.0211298	0.0297859	0.0386687
0.0072609	0.0168692	0.0254402	0.0327012
0.0086990	0.0130291	0.0163541	0.0187512
0.0107341	0.0206913	0.0298714	0.0382170
0.0121078	0.0163489	0.0213425	0.0240103
0.0090421	0.0139035	0.0169175	0.0205149
0.0118683	0.0157384	0.0214144	0.0236849
0.0128368	0.0222807	0.0307632	0.0380581
0.0048284	0.0087985	0.0121247	0.0144853
0.0080201	0.0159424	0.0224954	0.0286572
0.0050452	0.0087709	0.0120309	0.0143595
0.0110430	0.0110430	0.0180369	0.0212394
0.0056501	0.0088333	0.0116981	0.0140059
0.0080329	0.0144497	0.0199635	0.0250019
0.0109161	0.0231553	0.0317559	0.0397421
0.0101666	0.0138161	0.0162926	0.0182477
0.0118465	0.0165210	0.0213876	0.0243973
0.0112269	0.0240576	0.0350096	0.0438078
0.0091157	0.0164458	0.0215205	0.0263133
0.0078290	0.0186166	0.0274925	0.0358678
0.0131279	0.0209277	0.0241686	0.0253769
0.0059262	0.0109810	0.0137698	0.0155128
0.0033002	0.0077005	0.0116119	0.0150343
0.0113106	0.0174490	0.0226781	0.0271114
0.0036761	0.0065864	0.0088840	0.0110284
0.0040874	0.0075512	0.0105301	0.0133705
0.0084153	0.0093504	0.0130212	0.0141640
0.0095075	0.0131532	0.0168347	0.0190507
0.0102682	0.0137909	0.0171261	0.0192622
0.0205075	0.0258709	0.0321022	0.0353359
0.0081504	0.0138368	0.0175645	0.0216081
0.0128582	0.0172251	0.0221743	0.0257649
0.0064316	0.0145901	0.0209621	0.0258454
0.0119936	0.0246945	0.0361507	0.0459380
0.0125856	0.0177150	0.0222892	0.0250919
0.0067445	0.0115388	0.0157643	0.0195022
0.0134752	0.0195158	0.0234655	0.0264084
0.0062650	0.0090129	0.0111012	0.0129697
0.0094136	0.0164467	0.0219650	0.0275916
0.0101913	0.0207672	0.0289203	0.0336506
0.0071522	0.0120806	0.0167084	0.0202544
0.0102213	0.0172009	0.0211703	0.0235519
0.0114981	0.0176379	0.0225496	0.0252847
0.0095887	0.0165979	0.0212522	0.0241120
0.0077585	0.0121438	0.0151123	0.0181482
0.0088111	0.0199887	0.0296055	0.0380139
0.0092415	0.0187030	0.0257443	0.0308052
0.0057038	0.0097582	0.0127819	0.0151184
0.0071881	0.0127024	0.0166411	0.0203828
0.0196462	0.0258142	0.0344379	0.0390068
0.0128513	0.0180252	0.0208626	0.0228654
0.0127300	0.0237522	0.0323423	0.0390696
0.0144418	0.0174595	0.0240697	0.0274107
0.0075336	0.0149647	0.0213196	0.0268031
0.0076949	0.0138313	0.0192372	0.0240098
0.0085315	0.0116844	0.0148373	0.0174957
0.0040488	0.0075915	0.0105559	0.0135202
0.0069673	0.0104510	0.0124608	0.0147386
0.0100330	0.0166666	0.0247195	0.0305611
0.0091542	0.0123366	0.0155974	0.0176011
0.0128346	0.0190889	0.0223464	0.0238449
0.0053862	0.0115069	0.0144449	0.0166483
0.0096999	0.0122972	0.0169086	0.0199299
0.0150358	0.0229834	0.0286755	0.0328104
0.0113399	0.0123582	0.0171255	0.0190233
0.0066759	0.0098418	0.0122506	0.0142465
0.0084302	0.0151573	0.0198408	0.0235024
0.0114411	0.0182038	0.0241791	0.0288575
0.0071831	0.0170242	0.0255364	0.0328776
0.0049759	0.0073557	0.0102763	0.0121693
0.0075526	0.0151053	0.0218228	0.0277415
0.0097723	0.0184447	0.0254673	0.0318975
0.0071549	0.0153620	0.0225590	0.0289141
0.0095254	0.0255137	0.0401514	0.0529565
0.0086295	0.0219838	0.0330413	0.0410801
0.0140400	0.0200289	0.0243775	0.0267134
0.0084372	0.0126918	0.0163695	0.0195426
0.0082735	0.0131359	0.0166195	0.0187967
0.0154612	0.0231762	0.0303624	0.0360865
0.0095135	0.0182792	0.0259232	0.0330687
0.0142928	0.0102413	0.0178941	0.0205201
0.0088058	0.0163401	0.0227913	0.0284893
0.0112464	0.0201215	0.0265916	0.0324858
0.0063049	0.0091071	0.0116758	0.0140110
0.0102525	0.0144135	0.0190035	0.0224782
0.0147729	0.0178904	0.0229747	0.0256605
0.0088970	0.0144047	0.0183872	0.0217765
0.0057422	0.0113583	0.0161540	0.0200032
0.0100052	0.0147136	0.0190688	0.0224823
0.0096156	0.0121150	0.0168361	0.0192660
0.0046062	0.0076770	0.0101080	0.0120272
0.0117976	0.0321800	0.0484015	0.0597777
0.0117936	0.0269207	0.0394063	0.0508224
0.0092585	0.0144600	0.0185171	0.0220540
0.0111083	0.0152678	0.0183997	0.0195252
0.0065071	0.0102095	0.0137996	0.0166605
0.0088782	0.0192529	0.0283805	0.0356626
0.0127049	0.0191127	0.0232003	0.0256308
0.0122141	0.0151623	0.0188476	0.0212167
0.0092959	0.0144154	0.0171099	0.0192655
0.0099525	0.0186344	0.0231116	0.0252897
0.0138359	0.0208460	0.0250890	0.0284096
0.0085327	0.0166945	0.0236690	0.0291597
0.0070143	0.0141709	0.0201900	0.0253085
0.0082654	0.0127802	0.0153501	0.0169476
0.0042288	0.0077529	0.0107735	0.0133913
0.0128686	0.0199644	0.0240535	0.0270602
0.0102633	0.0152981	0.0182028	0.0201392
0.0063360	0.0129810	0.0187761	0.0237986
0.0100766	0.0156858	0.0207986	0.0250179
0.0138030	0.0239676	0.0324444	0.0406211
0.0099913	0.0184975	0.0266796	0.0327825
0.0096942	0.0146119	0.0213386	0.0273020
0.0103888	0.0189293	0.0258126	0.0315488
0.0081044	0.0137948	0.0179332	0.0212095
0.0127951	0.0203215	0.0276072	0.0335380
0.0129292	0.0204226	0.0277932	0.0341809
0.0050391	0.0136617	0.0156773	0.0171331
0.0100159	0.0089187	0.0144752	0.0167049
0.0057956	0.0091227	0.0113766	0.0127718
0.0130958	0.0266037	0.0377305	0.0480332
0.0058440	0.0100476	0.0135335	0.0163017
0.0094214	0.0168399	0.0227005	0.0241842
0.0085240	0.0148407	0.0190178	0.0219383
0.0133191	0.0271629	0.0387062	0.0498862
0.0123956	0.0190789	0.0249054	0.0301037
0.0086924	0.0265283	0.0415350	0.0536715
0.0104795	0.0165131	0.0215941	0.0257223
0.0101240	0.0151161	0.0181487	0.0202948
0.0085182	0.0171300	0.0243689	0.0315766
0.0043899	0.0078819	0.0109748	0.0136686
0.0081960	0.0133255	0.0182877	0.0220234
0.0110579	0.0198340	0.0270303	0.0331736
0.0095479	0.0145492	0.0189947	0.0229351
0.0075885	0.0114226	0.0144580	0.0169343
0.0130999	0.0234519	0.0322981	0.0397516
0.0168149	0.0212051	0.0271275	0.0306065
0.0125631	0.0220266	0.0294457	0.0345566
0.0111568	0.0181344	0.0245150	0.0294777
0.0116523	0.0219792	0.0313950	0.0390987
0.0129842	0.0211251	0.0275829	0.0332506
0.0140688	0.0255660	0.0340375	0.0404668
0.0165394	0.0195127	0.0241586	0.0259241
0.0086065	0.0157786	0.0213859	0.0266020
0.0079200	0.0123918	0.0165943	0.0202040
0.0071765	0.0101077	0.0127358	0.0149595
0.0067961	0.0097752	0.0128939	0.0153610
0.0058421	0.0091804	0.0116842	0.0136315
0.0145764	0.0185270	0.0247594	0.0286761
0.0125539	0.0224393	0.0307480	0.0382681
0.0142070	0.0287522	0.0416062	0.0527012
0.0087339	0.0124969	0.0160741	0.0187687
0.0123446	0.0163402	0.0191430	0.0208128
0.0074434	0.0127803	0.0171340	0.0210664
0.0104722	0.0189809	0.0248716	0.0304349
0.0111218	0.0166827	0.0216170	0.0252198
0.0147068	0.0213417	0.0273429	0.0321183
0.0100651	0.0210565	0.0305657	0.0387166
0.0032665	0.0063152	0.0087106	0.0106705
0.0120359	0.0171942	0.0214928	0.0249930
0.0102402	0.0193322	0.0247626	0.0278037
0.0088964	0.0122022	0.0165775	0.0188137
0.0115739	0.0254424	0.0374888	0.0460596
0.0131264	0.0271597	0.0380903	0.0460138
0.0123117	0.0235129	0.0332174	0.0411838
0.0066165	0.0076984	0.0111523	0.0128584
0.0092601	0.0160175	0.0211731	0.0262786
0.0071804	0.0111858	0.0152401	0.0180732
0.0060705	0.0085399	0.0125526	0.0138902
0.0086863	0.0138192	0.0185571	0.0219133
0.0049606	0.0141731	0.0221455	0.0282280
0.0245034	0.0347474	0.0427265	0.0497274
0.0099063	0.0222761	0.0339644	0.0441852
0.0059071	0.0091888	0.0117047	0.0141113
0.0132744	0.0223796	0.0291854	0.0335694
0.0115253	0.0168403	0.0198615	0.0219317
0.0117744	0.0165578	0.0219237	0.0261246
0.0122378	0.0262019	0.0380533	0.0486680
0.0077574	0.0117537	0.0143394	0.0162200
0.0060847	0.0111704	0.0147123	0.0186174
0.0084470	0.0147625	0.0210781	0.0269989
0.0112173	0.0141642	0.0170160	0.0186321
0.0046777	0.0079521	0.0102910	0.0126298
0.0129329	0.0170102	0.0205142	0.0231262
0.0141319	0.0232760	0.0305018	0.0369604
0.0087075	0.0135824	0.0173814	0.0198357
0.0038713	0.0060392	0.0080523	0.0097556
0.0115356	0.0168498	0.0221639	0.0258579
0.0057071	0.0085607	0.0102977	0.0125309
0.0063451	0.0106550	0.0138874	0.0166409
0.0099814	0.0134837	0.0162271	0.0178615
0.0099580	0.0165774	0.0211535	0.0242905
0.0078067	0.0163363	0.0241912	0.0308897
0.0172116	0.0242202	0.0318963	0.0368549
0.0061261	0.0103832	0.0138097	0.0165094
0.0070489	0.0104427	0.0120092	0.0127924
0.0103187	0.0169031	0.0224554	0.0270251
0.0149140	0.0214626	0.0275191	0.0323265
0.0074617	0.0135218	0.0193758	0.0221378
0.0095662	0.0171842	0.0244825	0.0273319
0.0054810	0.0093755	0.0119717	0.0138468
0.0145695	0.0173714	0.0232952	0.0263371
0.0112284	0.0271911	0.0386319	0.0499515
0.0160415	0.0243161	0.0310170	0.0365503
0.0090228	0.0177894	0.0264534	0.0337845
0.0162961	0.0217282	0.0249292	0.0275482
0.0106596	0.0251115	0.0365912	0.0454572
0.0075819	0.0184053	0.0277452	0.0353271
0.0082682	0.0171914	0.0249684	0.0326637
0.0044183	0.0069956	0.0090820	0.0105547
0.0090165	0.0152445	0.0192415	0.0240751
0.0060107	0.0168300	0.0259796	0.0344613
0.0056824	0.0126215	0.0186318	0.0240956
0.0178955	0.0343329	0.0472574	0.0583260
0.0100611	0.0147525	0.0192178	0.0223267
0.0144225	0.0168625	0.0232604	0.0266762
0.0100929	0.0181509	0.0235229	0.0284880
0.0068795	0.0123237	0.0168275	0.0198466
0.0128242	0.0282199	0.0393841	0.0481073
0.0113651	0.0197506	0.0249436	0.0307751
0.0077354	0.0203243	0.0310426	0.0401935
0.0114497	0.0205736	0.0288478	0.0355566
0.0170934	0.0284890	0.0376641	0.0443255
0.0100801	0.0183734	0.0259924	0.0329709
0.0083919	0.0201669	0.0304480	0.0393672
0.0083768	0.0180746	0.0261937	0.0328951
0.0103797	0.0130350	0.0182248	0.0201961
0.0148684	0.0225806	0.0273267	0.0300334
0.0112423	0.0184089	0.0252018	0.0311457
0.0127591	0.0270396	0.0380352	0.0475094
0.0074995	0.0089994	0.0113175	0.0121356
0.0078806	0.0135676	0.0179548	0.0212857
0.0063293	0.0101269	0.0123422	0.0143464
0.0044397	0.0091331	0.0136363	0.0175686
0.0112252	0.0187276	0.0248197	0.0303476
0.0102396	0.0160486	0.0214637	0.0262882
0.0060901	0.0090429	0.0115344	0.0131953
0.0072736	0.0187760	0.0264724	0.0339998
0.0047064	0.0084323	0.0111778	0.0135310
0.0070275	0.0124332	0.0169122	0.0209279
0.0117083	0.0138491	0.0193100	0.0220623
0.0088757	0.0144305	0.0188382	0.0220383
0.0112725	0.0151086	0.0194493	0.0220066
0.0058632	0.0120615	0.0172547	0.0217777
0.0092832	0.0130407	0.0163929	0.0177928
0.0067907	0.0129422	0.0172962	0.0204918
0.0071250	0.0136258	0.0187745	0.0231952
0.0087159	0.0177274	0.0245229	0.0305797
0.0126174	0.0208772	0.0269258	0.0316735
0.0082666	0.0138291	0.0189282	0.0232933
0.0116632	0.0241922	0.0334617	0.0405410
0.0078561	0.0186465	0.0276069	0.0341379
0.0060907	0.0100605	0.0131058	0.0157705
0.0119851	0.0173118	0.0240654	0.0282506
0.0108254	0.0173427	0.0215403	0.0247437
0.0116286	0.0095637	0.0154324	0.0177147
0.0115111	0.0153481	0.0209085	0.0241277
0.0134527	0.0175616	0.0220083	0.0252166
0.0105865	0.0199297	0.0269991	0.0322570
0.0142136	0.0192301	0.0220728	0.0235778
0.0102929	0.0231071	0.0337454	0.0430712
0.0059307	0.0088531	0.0106581	0.0122913
0.0164391	0.0168574	0.0242612	0.0276077
0.0073175	0.0127241	0.0173849	0.0213000
0.0108670	0.0172086	0.0236692	0.0285519
0.0092716	0.0135042	0.0155198	0.0173338
0.0050798	0.0106677	0.0158604	0.0202064
0.0110391	0.0193416	0.0259278	0.0318649
0.0140984	0.0093484	0.0180651	0.0215518
0.0084281	0.0124037	0.0158227	0.0187646
0.0088963	0.0138972	0.0183717	0.0221092
0.0092374	0.0129764	0.0176894	0.0210513
0.0048163	0.0093218	0.0124291	0.0150703
0.0113149	0.0145477	0.0225143	0.0259204
0.0080786	0.0142617	0.0197303	0.0241114
0.0138725	0.0179187	0.0209244	0.0226584
0.0055194	0.0095604	0.0131086	0.0160654
0.0132581	0.0197680	0.0245314	0.0274687
0.0092986	0.0144815	0.0176064	0.0195119
0.0060036	0.0143703	0.0195436	0.0244615
0.0027665	0.0077964	0.0115688	0.0145868
0.0071381	0.0132724	0.0184772	0.0229385
0.0145736	0.0193610	0.0228811	0.0254862
0.0112836	0.0142184	0.0194302	0.0225674
0.0057815	0.0126037	0.0189633	0.0242246
0.0089944	0.0065959	0.0136201	0.0154190
0.0090029	0.0230945	0.0349799	0.0459756
0.0096080	0.0164543	0.0225614	0.0275405
0.0136525	0.0204168	0.0253813	0.0287324
0.0059194	0.0134736	0.0202950	0.0265526
0.0112235	0.0177404	0.0230505	0.0271537
0.0099936	0.0216645	0.0317980	0.0407432
0.0091252	0.0192211	0.0263400	0.0316468
0.0071007	0.0153361	0.0234249	0.0298668
0.0105514	0.0131893	0.0157257	0.0172475
0.0080485	0.0175468	0.0264451	0.0347936
0.0084799	0.0115853	0.0146906	0.0169002
0.0107827	0.0178700	0.0239448	0.0289058
0.0119495	0.0259508	0.0365726	0.0444182
0.0060886	0.0093723	0.0125876	0.0145032
0.0094202	0.0122749	0.0144158	0.0154149
0.0067041	0.0097256	0.0123695	0.0144468
0.0073856	0.0113422	0.0150350	0.0181564
0.0061909	0.0092863	0.0108341	0.0120722
0.0149508	0.0195558	0.0236563	0.0274413
0.0081012	0.0160318	0.0219158	0.0276293
0.0089474	0.0126995	0.0155858	0.0171732
0.0100462	0.0159255	0.0196928	0.0226609
0.0079834	0.0135039	0.0174106	0.0199585
0.0125861	0.0169929	0.0220673	0.0251054
0.0060694	0.0077246	0.0102469	0.0113505
0.0195825	0.0267416	0.0324795	0.0371645
0.0108523	0.0222112	0.0336784	0.0443499
0.0039918	0.0064312	0.0084271	0.0099794
0.0086861	0.0136261	0.0181133	0.0213243
0.0059250	0.0111918	0.0144834	0.0167876
0.0062240	0.0132117	0.0191303	0.0243233
0.0093096	0.0144025	0.0186192	0.0216312
0.0089260	0.0156489	0.0210805	0.0260562
0.0151382	0.0235418	0.0292402	0.0325788
0.0134332	0.0195428	0.0255349	0.0296080
0.0040513	0.0077074	0.0108694	0.0135373
0.0074860	0.0113182	0.0136353	0.0149721
0.0122878	0.0230288	0.0322231	0.0397847
0.0107265	0.0150537	0.0193809	0.0230377
0.0085620	0.0132362	0.0155951	0.0165125
0.0116423	0.0194379	0.0250284	0.0285672
0.0059657	0.0105465	0.0147544	0.0184831
0.0077667	0.0125747	0.0162731	0.0193798
0.0078464	0.0131164	0.0176838	0.0214313
0.0096867	0.0182086	0.0248299	0.0291828
0.0139702	0.0190674	0.0252344	0.0295450
0.0094034	0.0177665	0.0250891	0.0318116
0.0082868	0.0148114	0.0203983	0.0250855
0.0127755	0.0199822	0.0260190	0.0309326
0.0112773	0.0192053	0.0256071	0.0309914
0.0063469	0.0121650	0.0164624	0.0200986
0.0037290	0.0072450	0.0102282	0.0127853
0.0079065	0.0155553	0.0220008	0.0271142
0.0211710	0.0339649	0.0462003	0.0578267
0.0077273	0.0111325	0.0136210	0.0155855
0.0077578	0.0170240	0.0246955	0.0321516
0.0086664	0.0133651	0.0159754	0.0178549
0.0128066	0.0143369	0.0196528	0.0218275
0.0075223	0.0142443	0.0198993	0.0250743
0.0063843	0.0097215	0.0120431	0.0132039
0.0093589	0.0133520	0.0157854	0.0169708
0.0111995	0.0175404	0.0217402	0.0261871
0.0089775	0.0152238	0.0225670	0.0278506
0.0063970	0.0100694	0.0126756	0.0154003
0.0137945	0.0207948	0.0279714	0.0339127
0.0083598	0.0173244	0.0249372	0.0304868
0.0218174	0.0305624	0.0367831	0.0401189
0.0055008	0.0094300	0.0128352	0.0158214
0.0040960	0.0068267	0.0077369	0.0082830
0.0084007	0.0134802	0.0168015	0.0193412
0.0097827	0.0180414	0.0253170	0.0319042
0.0059086	0.0103086	0.0130744	0.0147087
0.0145140	0.0242756	0.0300555	0.0365419
0.0045832	0.0074689	0.0089966	0.0098453
0.0119812	0.0211474	0.0291271	0.0368509
0.0090150	0.0191921	0.0288762	0.0368700
0.0041887	0.0070885	0.0088070	0.0100958
0.0100049	0.0201934	0.0291428	0.0356597
0.0097409	0.0154555	0.0207806	0.0247419
0.0097723	0.0186665	0.0263709	0.0322343
0.0123065	0.0206561	0.0287254	0.0357977
0.0079578	0.0115552	0.0154250	0.0180412
0.0047847	0.0071045	0.0088444	0.0102943
0.0042608	0.0068984	0.0087244	0.0101447
0.0055064	0.0106195	0.0154179	0.0195083
0.0087568	0.0131352	0.0159536	0.0175639
0.0067190	0.0131581	0.0184773	0.0197371
0.0100356	0.0158103	0.0205197	0.0239396
0.0102497	0.0114505	0.0158677	0.0170685
0.0103586	0.0148905	0.0178686	0.0200050
0.0106171	0.0163389	0.0210435	0.0255574
0.0047900	0.0073379	0.0092743	0.0108030
0.0106919	0.0141523	0.0193429	0.0222710
